FaceID,X,Y,Z,Heat Flux
8938,0.148166666666667,0.104687334696452,0.117405067443848,-1636813.77985463
8939,0.147833333333333,0.104352666219076,0.113405733744303,-1648557.24581243
8940,0.148166666666667,0.104687334696452,0.110439732869466,-1644987.73661704
8941,0.147833333333333,0.104352666219076,0.106473731994629,-1646815.93274205
8942,0.148166666666667,0.104687334696452,0.103473065694173,-1651173.87983751
8943,0.147833333333333,0.104352666219076,0.0995390650431315,-1649723.73527411
8944,0.148166666666667,0.104687334696452,0.0965050659179687,-1647594.74968865
8945,0.147833333333333,0.104352666219076,0.0926050669352214,-1649277.80698991
8946,0.148166666666667,0.104687334696452,0.0895384012858073,-1642077.92182128
8947,0.147833333333333,0.104352666219076,0.0856717351277669,-1644534.71542985
